ACCESSIONNUMBER	IS_PRIMARYISSUER_FLAG	ISSUER_SEQ_KEY	CIK	ENTITYNAME	STREET1	STREET2	CITY	STATEORCOUNTRY	STATEORCOUNTRYDESCRIPTION	ZIPCODE	ISSUERPHONENUMBER	JURISDICTIONOFINC	ISSUER_PREVIOUSNAME_1	ISSUER_PREVIOUSNAME_2	ISSUER_PREVIOUSNAME_3	EDGAR_PREVIOUSNAME_1	EDGAR_PREVIOUSNAME_2	EDGAR_PREVIOUSNAME_3	ENTITYTYPE	ENTITYTYPEOTHERDESC	YEAROFINC_TIMESPAN_CHOICE	YEAROFINC_VALUE_ENTERED
0001938759-22-000001	YES	101	0001865781	Bismuth Capital Partners, LP	195 WEST SHORE ROAD		GREAT NECK	NY	NEW YORK	11024	(516) 477-5513	DELAWARE							Limited Partnership		withinFiveYears	2021
0001938052-22-000005	YES	101	0001677119	Aptitude Partners (Levered) Ltd	200 WEST STREET		NEW YORK	NY	NEW YORK	10282-2198	212-902-1000	CAYMAN ISLANDS				Federal Way Partners Offshore Feeder Fund Ltd.			Other	Exempted Limited Company	overFiveYears	
0001938592-22-000001	YES	101	0001938592	ROYAL SEVEN PROPERTY I LLC	106 John Williams Pkwy	101	McDonough	GA	GEORGIA	30252	4704880285	GEORGIA							Limited Liability Company		withinFiveYears	2022
0001938052-22-000004	YES	101	0001359241	William Blair: Non-US Equity LLC	200 WEST STREET		New York	NY	NEW YORK	10282-2198	212-902-1000	DELAWARE							Limited Liability Company		overFiveYears	
0001593486-22-000001	YES	101	0001593486	RADUX DEVICES, LLC	11292 86th Ave. North		Maple Grove	MN	MINNESOTA	55369	816-721-7266	NEBRASKA							Limited Liability Company		overFiveYears	
0001874026-22-000001	YES	101	0001874026	Bluewire, LLC	31226 E. COLLINS LAKE ROAD, UNIT 27		GOVERNMENT CAMP	OR	OREGON	97028	(503) 367-7196	OREGON							Limited Liability Company		withinFiveYears	2018
0001567619-22-014206	YES	101	0001873531	CAP Growth II Co-Investment, L.P.	C/O THE CARLYLE GROUP, SUITE 220 SOUTH	1001 PENNSYLVANIA AVENUE, N.W.	WASHINGTON	DC	DISTRICT OF COLUMBIA	20004	(202) 729-5626	CAYMAN ISLANDS							Limited Partnership		withinFiveYears	2021
0001938572-22-000002	YES	101	0001938572	Ties, Inc.	295 PARK AVENUE SOUTH		NEW YORK	NY	NEW YORK	10010	(201) 701-0834	DELAWARE				Stealth Studio Inc.			Corporation		withinFiveYears	2021
0000902664-22-003653	YES	101	0001613841	Salt Rock Fund Ltd	C/O INTERTRUST CORPORATE SERVICES	ONE NEXUS WAY	GEORGE TOWN, GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-9005	1-345-327-2491	CAYMAN ISLANDS							Other	Open-ended exempted company	overFiveYears	
0001938575-22-000001	YES	101	0001938575	Grass Queen, Inc.	3173 BROOK ROAD		PLAINFIELD	VT	VERMONT	05667	802-598-0169	VERMONT							Corporation		withinFiveYears	2021
0001937988-22-000001	YES	101	0001937988	Link Forth (BVI) Fund Ltd	Craigmuir Chambers, PO Box 71	Road Town	Tortola	D8	VIRGIN ISLANDS, BRITISH	VG 1110	6308903696	VIRGIN ISLANDS, BRITISH							Corporation		withinFiveYears	2022
0001938460-22-000002	YES	101	0001938460	GPIF Select I Partners, LP	777 MAIN STREET, SUITE 2260		FORT WORTH	TX	TEXAS	76102	817-321-1455	DELAWARE							Limited Partnership		withinFiveYears	2022
0001938687-22-000002	YES	101	0001938687	Novonate Jun 2022, a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2022
0001505808-22-000001	YES	101	0001505808	Andrew Elliot Group LLC	4165 WESTPORT RD.		LOUISVILLE	KY	KENTUCKY	40207	502-648-2875	KENTUCKY							Limited Liability Company		overFiveYears	
0001870400-22-000001	YES	101	0001870400	Acadian Emerging Markets Micro-Cap Equity Fund, LLC	C/O ACADIAN ASSET MANAGEMENT LLC	260 FRANKLIN STREET	BOSTON	MA	MASSACHUSETTS	02110	(617) 850-3500	DELAWARE							Limited Liability Company		withinFiveYears	2021
0001938711-22-000001	YES	101	0001938711	Urban Capital Management LLC	954 AVENIDA JUAN PONCE DE LEON	MIRAMAR PLAZA, SUITE 250	SAN JUAN	PR	PUERTO RICO	00907	800-288-9138	DELAWARE							Limited Liability Company		withinFiveYears	2022
0001916726-22-000002	YES	101	0001916696	Hetz Ventures III, L.P.	12 David Elazar St.		Tel Aviv-Yafo	L3	ISRAEL	6107048	972 544 474716	CAYMAN ISLANDS							Limited Partnership		withinFiveYears	2022
0001916726-22-000001	YES	101	0001916726	Hetz Ventures Opportunity Fund I, L.P.	12 David Elazar St.		TEL AVIV	L3	ISRAEL	6107408	972 544 474716	CAYMAN ISLANDS							Limited Partnership		withinFiveYears	2021
0000902664-22-003652	YES	101	0001680281	Selwood AM Credit Fund LP	C/O SELWOOD ASSET MANAGEMENT(CAYMAN)LTD	UGLAND HOUSE, PO BOX 309	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-1104	44-203-862-2000	DELAWARE							Limited Partnership		overFiveYears	
0000902664-22-003651	YES	101	0001712247	Alpstone Global Macro Fund	C/O ALPSTONE GLOBAL MACRO FUND	UGLAND HOUSE, PO BOX 309	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-1104	41 22 317 9761	CAYMAN ISLANDS							Other	Cayman Islands limited company	overFiveYears	
0000902664-22-003650	YES	101	0001782621	Polar Capital China Mercury Fund Ltd	MAPLES AND CALDER	UGLAND HOUSE, PO BOX 309	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-1104	1-345-949-8066	CAYMAN ISLANDS				Polar Capital China Mercury Fund Ltd.			Other	Cayman Islands exempted company	withinFiveYears	2018
0000902664-22-003649	YES	101	0001712273	BlueDrive Global Investors Fund Ltd	C/O BLUEDRIVE GLOBAL INVESTORS FUND LTD	UGLAND HOUSE, PO BOX 309	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-1104	44 20 7618 9803	CAYMAN ISLANDS							Other	Cayman Islands exempted company	withinFiveYears	2017
0000902664-22-003648	YES	101	0001712262	BlueDrive Global Investors Fund LP	C/O BLUEDRIVE GLOBAL INVESTORS GP LTD	UGLAND HOUSE, PO BOX 309	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-1104	44 20 7618 9803	DELAWARE							Limited Partnership		withinFiveYears	2017
0001937353-22-000001	YES	101	0001937353	Gaingels ChalkAi LLC	3 MAIN STREET	SUITE 214	BURLINGTON	VT	VERMONT	05401	2124047343	VERMONT							Limited Liability Company		withinFiveYears	2022
0001818136-22-000001	YES	101	0001818136	Violin Equity LP	150 CALIFORNIA STREET	16TH FLOOR	SAN FRANCISCO	CA	CALIFORNIA	94111	510-325-9222	DELAWARE							Limited Partnership		withinFiveYears	2020
0001936913-22-000004	YES	101	0001938689	MSNC Ohza SPV a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2022
0001818170-22-000001	YES	101	0001818170	Violin Equity Ltd.	150 CALIFORNIA STREET	16TH FLOOR	SAN FRANCSICO	CA	CALIFORNIA	94111	510-325-9222	CAYMAN ISLANDS							Other	Cayman Island Exempted Company	withinFiveYears	2020
0001683168-22-005039	YES	101	0001938490	9th St 814-838 E TCMG, LLC	811 W. GARDENA BLVD.		GARDENA	CA	CALIFORNIA	90247	310.874.3311	DELAWARE							Limited Liability Company		withinFiveYears	2022
0001935960-22-000002	NO	102	0001938663	Ligature Rolling Fund QP, LP - B1	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE							Limited Partnership		withinFiveYears	2022
0001937360-22-000001	YES	101	0001937360	Shortstack Impact Equity Fund 1 LLC	1017 N REVERE ST.		PORTLAND	OR	OREGON	97277	540-846-4299	DELAWARE							Limited Liability Company		withinFiveYears	2021
0001934935-22-000002	YES	101	0001934935	Komal Sethi Rolling Fund, LP - B2	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001938700-22-000002	YES	101	0001938700	VentureSouth Mallard Fund LLC	2 WEST WASHINGTON STREET, 3RD FLOOR		GREENVILLE	SC	SOUTH CAROLINA	29601	864-908-0086	DELAWARE							Limited Liability Company		withinFiveYears	2021
0001567619-22-014197	YES	101	0001711723	Water Asset Management Global Water Equity, LP	509 Madison Avenue	Suite 804	New York	NY	NEW YORK	10022	212-754-5132	DELAWARE							Limited Partnership		overFiveYears	
0001935960-22-000002	YES	101	0001935960	Ligature Rolling Fund, LP - B1	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001935093-22-000002	YES	101	0001935093	On Deck India Community Rolling Fund, LP - A3	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001935152-22-000002	YES	101	0001935144	NCV Air Co Access Fund 2, LLC	4806 HOLT ST		BELLAIRE	TX	TEXAS	77401	203-376-9530	DELAWARE							Limited Liability Company		withinFiveYears	2022
0001938686-22-000001	YES	101	0001938686	FlashParking 2022 Series of Geekdom Fund Sidecar Series LLC	110 E. HOUSTON STREET	7TH FLOOR	SAN ANTONIO	TX	TEXAS	78205	2108653782	TEXAS							Limited Liability Company		withinFiveYears	2022
0001934532-22-000002	NO	102	0001937527	Fund Explore I QP, LP - A2	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE				The Fund Explore I QP, LP - A2			Limited Partnership		withinFiveYears	2022
0001934532-22-000002	YES	101	0001934532	Fund Explore I, LP - A2	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None			The Fund Explore I, LP - A2			Limited Partnership		withinFiveYears	2022
0001935502-22-000002	YES	101	0001935502	Draft Ventures II, LP - B4	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001935152-22-000001	YES	101	0001935152	NCV PEI Access Fund 1, LLC	4806 HOLT ST		BELLAIRE	TX	TEXAS	77401	203-376-9530	DELAWARE							Limited Liability Company		withinFiveYears	2022
0001567619-22-014199	YES	101	0001486850	TRF Feeder Fund (Cayman), L.P.	4th Floor Century Yard	Cricket Square, P.O. Box 32322	Grand Cayman	E9	CAYMAN ISLANDS	KY1-1209	345-946-4091	CAYMAN ISLANDS							Limited Partnership		overFiveYears	
0001567619-22-014198	YES	101	0001459908	TRF LLC	c/o Water Investment Advisors LLC	509 Madison Avenue, Suite 804	New York	NY	NEW YORK	10022	212-754-5132	DELAWARE							Limited Liability Company		overFiveYears	
0000897069-22-000458	YES	101	0001872813	Legacy Knight Strategic Opportunities Fund - PE GP (TE) Series	2525 KNIGHT STREET	SUITE 275	DALLAS	TX	TEXAS	75219	(972) 571 -4451	DELAWARE							Limited Liability Company		withinFiveYears	2021
0001938477-22-000001	YES	101	0001938477	GENERAL CATALYST GROUP XI - HEALTH ASSURANCE LP	20 UNIVERSITY ROAD, 4TH FLOOR		CAMBRIDGE	MA	MASSACHUSETTS	02138	(617) 234-7000	DELAWARE							Limited Partnership		withinFiveYears	2022
0001938710-22-000001	YES	101	0001938710	Restron, Inc.	1808 Q STREET, SUITE B		SACRAMENTO	CA	CALIFORNIA	95811	800-975-1741	DELAWARE							Corporation		withinFiveYears	2022
0001938705-22-000002	YES	101	0001938705	Redo Tech, Inc.	459 N 300 W		HEBER CITY	UT	UTAH	84032	801-712-7006	DELAWARE							Corporation		withinFiveYears	2022
0001938621-22-000001	YES	101	0001938621	fal - Features & Labels, Inc.	6020 ADELINE STREET		OAKLAND	CA	CALIFORNIA	94608	(617) 233-3787	DELAWARE							Corporation		withinFiveYears	2020
0001936159-22-000001	YES	101	0001936159	1505 W Lovers, LLC	11816 INWOOD RD PMB 70338		DALLAS	TX	TEXAS	75244	8314029346	TEXAS							Limited Liability Company		withinFiveYears	2022
0001747861-22-000001	YES	101	0001747861	Salish Coast Enterprises, Inc.	11966 Westar Ln.		Burlington	WA	WASHINGTON	98233	3609821262	WASHINGTON							Corporation		overFiveYears	
0001699390-22-000001	YES	101	0001699390	AMP Robotics Corp	2770 Industrial Lane		Broomfield	CO	COLORADO	80020	(888) 402-1686	DELAWARE				AMP Robotics Corpation	AMP Robotics Corp	Cognitive Robotics, LLC	Corporation		overFiveYears	
0001929671-22-000001	YES	101	0001929671	EQUITY ESTATES FUND VI, LLC	750 HAMMOND DRIVE	BUILDING 6, SUITE 300	ATLANTA	GA	GEORGIA	30328	404-220-7554	GEORGIA							Limited Liability Company		withinFiveYears	2022
0001926620-22-000002	YES	101	0001926620	Adaya AI, Inc.	4160 MARINA STREET		SANTA BARBARA	CA	CALIFORNIA	93110	(310) 913-5205	DELAWARE							Corporation		withinFiveYears	2022
0001936913-22-000003	YES	101	0001936913	DVC StepFunction SPV-A a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2022
0001938356-22-000001	YES	101	0001938356	AUDAX PRIVATE EQUITY JUNIOR CAPITAL FUND II, L.P.	101 HUNTINGTON AVENUE		BOSTON	MA	MASSACHUSETTS	02199	617-859-1500	DELAWARE							Limited Partnership		withinFiveYears	2022
0001936740-22-000001	YES	101	0001936740	SMC Private Capital Fund II, LP	C/O SPRING MOUNTAIN CAPITAL, LP	650 MADISON AVENUE, 20TH FLOOR	NEW YORK	NY	NEW YORK	10022	(212) 292-8320	DELAWARE							Limited Partnership		withinFiveYears	2022
0001930834-22-000002	YES	101	0001930834	KKR ASIA PROPERTY PARTNERS EMPLOYEE FEEDER L.P.	C/O KOHLBERG KRAVIS ROBERTS & CO. L.P.	30 HUDSON YARDS, SUITE 7500	NEW YORK	NY	NEW YORK	10001	(212) 750-8300	ONTARIO, CANADA							Limited Partnership		withinFiveYears	2021
0001931333-22-000003	YES	101	0001931333	KKR PROPERTY PARTNERS EUROPE EMPLOYEE FEEDER L.P.	C/O KOHLBERG KRAVIS ROBERTS & CO. L.P.	30 HUDSON YARDS, SUITE 7500	NEW YORK	NY	NEW YORK	10001	(212) 750-8300	ONTARIO, CANADA							Limited Partnership		withinFiveYears	2021
0001938553-22-000001	YES	101	0001938553	WTL Productions, LLC	31336 VIA COLINAS #103		WESTLAKE VILLAGE	CA	CALIFORNIA	91362	6616189336	CALIFORNIA							Limited Liability Company		withinFiveYears	2022
0001938143-22-000001	YES	101	0001938143	Keweenaw LLC	650 NEWPORT CENTER DRIVE		NEWPORT BEACH	CA	CALIFORNIA	92660	949-720-6000	DELAWARE							Limited Liability Company		withinFiveYears	2022
0001938550-22-000001	YES	101	0001938550	Florida Storage Equities, LLC	24 CHURCH STREET		MONTCLAIR	NJ	NEW JERSEY	07042	9737072366	FLORIDA							Limited Liability Company		withinFiveYears	2022
0001935624-22-000003	YES	101	0001872451	Aptitude Alternative Equity Ltd	200 WEST STREET		NEW YORK	NY	NEW YORK	10282-2198	212-902-1000	CAYMAN ISLANDS							Other	Exempted limited company	withinFiveYears	2021
0001711047-22-000002	YES	101	0001669498	Turtle Creek Canadian Equity Fund	Scotia Plaza	40 King Street West, Suite 5100	Toronto	A6	ONTARIO, CANADA	M5H 3Y2	416-365-7400	ONTARIO, CANADA							Other	Canadian Open-Ended Unit Trust	overFiveYears	
0001935624-22-000002	YES	101	0001872203	Aptitude Alternative Equity LP	200 WEST STREET		NEW YORK	NY	NEW YORK	10282-2198	212-902-1000	DELAWARE							Limited Partnership		withinFiveYears	2021
0001934590-22-000001	YES	101	0001934590	Refactor Scaleup, L.P.	330 Primrose Road	Suite 201	Burlingame	CA	CALIFORNIA	94010	000-000-0000	DELAWARE							Limited Partnership		withinFiveYears	2022
0001493152-22-019853	YES	101	0001537561	Arch Therapeutics, Inc.	235 WALNUT STREET, SUITE 6		FRAMINGHAM	MA	MASSACHUSETTS	01702	617-431-2313	NEVADA	Almah, Inc.			ALMAH,INC			Corporation		overFiveYears	
0001772004-22-000002	YES	101	0001772004	eFuse, Inc.	881 N. High Street		COLUMBUS	OH	OHIO	43215	740-701-4870	DELAWARE							Corporation		withinFiveYears	2018
0001104659-22-080866	YES	101	0001762354	S4 Capital plc	12 ST. JAMES'S PLACE		LONDON	X0	UNITED KINGDOM	SWlAlNX	347-767-6929	UNITED KINGDOM	Derriston Capital plc	SJPLL plc					Corporation		overFiveYears	
0001802618-22-000002	YES	101	0001802572	Frisco Rockhill Land, LP	17120 DALLAS PARKWAY, SUITE 101		DALLAS	TX	TEXAS	75248	972-250-2990	TEXAS							Limited Partnership		withinFiveYears	2019
0001935624-22-000001	YES	101	0001935624	BPREP Menlo Co-Invest L.P.	250 VESEY STREET	15TH FLOOR	NEW YORK	NY	NEW YORK	10281-1021	212-417-7000	DELAWARE							Limited Partnership		withinFiveYears	2022
0001339688-22-000003	YES	101	0001339688	LION COPPER & GOLD CORP.	C/O #1200-750 WEST PENDER STREET		VANCOUVER	A1	BRITISH COLUMBIA, CANADA	V6C 2T8	778-898-0057	BRITISH COLUMBIA, CANADA				QUATERRA RESOURCES INC			Corporation		overFiveYears	
0001938022-22-000001	YES	101	0001938022	Camilux East Cape, LLC	2736 KELLY LANE		BATH	PA	PENNSYLVANIA	18014	(908) 319-9962	DELAWARE							Limited Liability Company		withinFiveYears	2022
0001802618-22-000001	YES	101	0001802618	Frisco Rockhill Partners I, LP	17120 DALLAS PARKWAY, SUITE 101		DALLAS	TX	TEXAS	75248	972-250-2990	TEXAS							Limited Partnership		withinFiveYears	2019
0001711047-22-000001	YES	101	0001711047	Turtle Creek United States Equity Fund	Scotia Plaza	40 King Street West, Suite 5100	Toronto	A6	ONTARIO, CANADA	M5H 3Y2	416-365-7400	ONTARIO, CANADA							Other	Canadian Open-Ended Unit Trust	withinFiveYears	2017
0001808924-22-000001	YES	101	0001808924	Origami Surgical Inc.	42 Main Street	Suite A	MADISON	NJ	NEW JERSEY	07940	973-765-6256	DELAWARE	Origami Surgical, LLC						Corporation		withinFiveYears	2020
0001509222-22-000002	YES	101	0001509220	Turtle Creek Equity Fund	Scotia Plaza	40 King Street West, Suite 5100	Toronto	A6	ONTARIO, CANADA	M5H 3Y2	416-365-7400	ONTARIO, CANADA							Other	Canadian Open-Ended Unit Trust	overFiveYears	
0001933138-22-000020	YES	101	0001936743	Deep Sail Capital Partners LP	699 S. WASHINGTON STREET		ELMHURT	IL	ILLINOIS	60126	(765) 404-2409	DELAWARE	Westropp Funds L.P.						Limited Partnership		overFiveYears	
0001938351-22-000003	YES	101	0001938351	HOUSE FIVE ENTERPRISES LLC	10548 GORMAN ROAD		LAUREL	MD	MARYLAND	20723	301-467-8148	MARYLAND				HOUSE FIVE ENTERPRISES, LLC			Limited Liability Company		withinFiveYears	2019
0001938370-22-000002	YES	101	0001938370	Titan Casket Corp.	265 BROADWAY		METHUEN	MA	MASSACHUSETTS	01844	5014203990	DELAWARE							Corporation		withinFiveYears	2022
0001930786-22-000001	YES	101	0001930786	FLEXPOINT OVERAGE FUND V-B, L.P.	676 NORTH MICHIGAN AVENUE, SUITE 3300		CHICAGO	IL	ILLINOIS	60611	(312) 327-4520	CAYMAN ISLANDS							Limited Partnership		withinFiveYears	2022
0001930778-22-000001	YES	101	0001930778	FLEXPOINT OVERAGE FUND V-A, L.P.	676 NORTH MICHIGAN AVENUE, SUITE 3300		CHICAGO	IL	ILLINOIS	60611	(312) 327-4520	CAYMAN ISLANDS							Limited Partnership		withinFiveYears	2022
0001930800-22-000001	YES	101	0001930800	FLEXPOINT FUND V-B, L.P.	676 NORTH MICHIGAN AVENUE, SUITE 3300		CHICAGO	IL	ILLINOIS	60611	(312) 327-4520	CAYMAN ISLANDS							Limited Partnership		withinFiveYears	2022
0001933138-22-000019	YES	101	0001924471	Bitrock Capital Partners, LP	500 WEST PUTNAM AVE.	SUITE 400	GREENWICH	CT	CONNECTICUT	06830	(646) 543-6819	DELAWARE							Limited Partnership		withinFiveYears	2018
0001930801-22-000001	YES	101	0001930801	FLEXPOINT FUND V-A, L.P.	676 NORTH MICHIGAN AVENUE, SUITE 3300		CHICAGO	IL	ILLINOIS	60611	(312) 327-4520	CAYMAN ISLANDS							Limited Partnership		withinFiveYears	2022
0001737506-22-000001	YES	101	0001737506	Stord, Inc.	817 W Peachtree St. NW		ATLANTA	GA	GEORGIA	30308	866-502-9278	DELAWARE							Corporation		withinFiveYears	2018
0000902664-22-003646	YES	101	0001936529	Artisan Global Opportunities Fund LP	875 EAST WISCONSIN AVENUE	SUITE 800	MILWAUKEE	WI	WISCONSIN	53202	414-390-6100	DELAWARE							Limited Partnership		withinFiveYears	2022
0001509222-22-000001	YES	101	0001509222	Turtle Creek Investment Fund	Scotia Plaza	40 King Street West, Suite 5100	Toronto	A6	ONTARIO, CANADA	M5H 3Y2	416-365-7400	ONTARIO, CANADA							Other	Canadian Open-Ended Unit Trust	overFiveYears	
0001938446-22-000001	YES	101	0001938446	Soul Care Innovations Inc.	226 FISHING COVE ROAD		NORTH KINGSTOWN	RI	RHODE ISLAND	02852	(401) 742-4825	DELAWARE							Corporation		withinFiveYears	2021
0001231919-22-000047	YES	101	0001501697	X4 Pharmaceuticals, Inc	61 NORTH BEACON STREET	4TH FLOOR	BOSTON	MA	MASSACHUSETTS	02134	857-529-8300	DELAWARE				Arsanis, Inc.			Corporation		overFiveYears	
0001933138-22-000018	YES	101	0001774630	Blue Elephant Offshore Specialty Finance Fund, Ltd.	3 WEST MAIN STREET	SUITE 301	IRVINGTON	NY	NEW YORK	10533	914-274-8483	CAYMAN ISLANDS							Other	Exempted Company	withinFiveYears	2019
0001759856-22-000002	YES	101	0001759856	Savvy Financial, Inc.	231 Public Square, Suite 300		FRANKLIN	TN	TENNESSEE	37064	4692366226	DELAWARE							Corporation		withinFiveYears	2017
0001852045-22-000002	YES	101	0001852045	BrainSpace, Inc.	19402 133RD CT NE		WOODINVILLE	WA	WASHINGTON	98072	(425) 553-4010	DELAWARE							Corporation		withinFiveYears	2021
0001873192-22-000001	YES	101	0001873192	CAMBIUM CAPITAL PARTNERS SPV IV LP	555 CALIFORNIA STREET, 29TH FLOOR		SAN FRANCISCO	CA	CALIFORNIA	94104	(778) 998-3656	DELAWARE							Limited Partnership		withinFiveYears	2021
0001872823-22-000001	YES	101	0001872823	CAMBIUM CAPITAL PARTNERS II LP	555 CALIFORNIA STREET, 29TH FLOOR		SAN FRANCISCO	CA	CALIFORNIA	94104	(778) 998-3656	DELAWARE							Limited Partnership		withinFiveYears	2021
0001935694-22-000001	YES	101	0001935694	CAM Investment 450 LLC	1900 AVENUE OF THE STARS	SUITE 320	LOS ANGELES	CA	CALIFORNIA	90067	310-430-6397	DELAWARE							Limited Liability Company		withinFiveYears	2021
0001935695-22-000001	YES	101	0001935695	CAM Investment 354 LLC	1900 AVENUE OF THE STARS	SUITE 320	LOS ANGELES	CA	CALIFORNIA	90067	310-860-0598	DELAWARE							Limited Liability Company		withinFiveYears	2017
0001938442-22-000001	YES	101	0001938442	3D-12 LLC	60148 CSAH 28		LITCHFIELD	MN	MINNESOTA	55355	3209053306	ARIZONA							Limited Liability Company		withinFiveYears	2022
0001582022-22-000001	YES	101	0001582022	Mental Health Data Services, Inc.	3025 SW 1ST AVENUE		PORTLAND	OR	OREGON	97201	206-931-2632	DELAWARE							Corporation		withinFiveYears	2020
0001842065-22-000001	YES	101	0001842065	EIP Deep Decarbonization Frontier Fund I LP	600 THIRD AVENUE	38TH FLOOR	NEW YORK	NY	NEW YORK	10016	(212) 899-9700	DELAWARE							Limited Partnership		withinFiveYears	2020
0001937595-22-000001	YES	101	0001937595	Acadian Ventures Fund II, LP	17 WALL STREET #4		MADISON	CT	CONNECTICUT	06443	508-685-9783	DELAWARE							Limited Partnership		withinFiveYears	2022
0001853699-22-000003	YES	101	0001853699	Washington Alexis Marie	RFD: c/o 3117 West Braddock Street		Tampa Territory	FL	FLORIDA	33607-9999	4078071164								Other	Private Banker (31 U.S.C. 5312)	yetToBeFormed	
0001567619-22-014173	YES	101	0001937959	BRUNSWICK EXPLORATION INC.	1100 AVENUE DES CANADIENS-DE-MONTREAL	BUREAU 300	MONTREAL	A8	QUEBEC, CANADA	H3B 2S2	514-905-3162	QUEBEC, CANADA	Komet Resources Inc.						Corporation		overFiveYears	
0001697925-22-000003	YES	101	0001697925	FORT Global Trend L.P.	2 WISCONSIN CIRCLE, SUITE 1150		CHEVY CHASE	MD	MARYLAND	20815	301-986-6940	DELAWARE							Limited Partnership		overFiveYears	
0001794159-22-000083	YES	101	0001873455	TriSpan RS BB Investments (UK) LP	C/O TRISPAN BB GP LLP	1 ROYAL PLAZA, ROYAL AVENUE	ST PETER PORT	Y7	GUERNSEY	GY1 2HL	44 1481 755114	UNITED KINGDOM							Limited Partnership		withinFiveYears	2019
0001104659-22-080818	YES	101	0001932858	Faraday 1867 Holdings LLC	405 NE 2ND ST.	APT. 404	FORT LAUDERDALE	FL	FLORIDA	33301	917-214-3369	DELAWARE							Limited Liability Company		withinFiveYears	2022
0000902664-22-003641	YES	101	0001559753	Skylar Capital Energy Fund LP	5847 SAN FELIPE STREET	SUITE 4450	HOUSTON	TX	TEXAS	77057	713-341-7942	DELAWARE							Limited Partnership		overFiveYears	
0001822377-22-000002	YES	101	0001822377	FORT Global Trend Fund Series A 2020, L.P.	2 WISCONSIN CIRCLE, SUITE 1150		CHEVY CHASE	MD	MARYLAND	20815	301-986-6940	DELAWARE							Limited Partnership		withinFiveYears	2020
0001938562-22-000002	YES	101	0001938544	OP Park Place LLC	134 N. HERITAGE MILL CIRCLE		TOMBALL	TX	TEXAS	77375	281 300-6400	TEXAS							Limited Liability Company		withinFiveYears	2022
0001935457-22-000001	YES	101	0001935457	Israel Mid Market Buyout II LP	60 EAST 42ND STREET, 26TH FLOOR		NEW YORK	NY	NEW YORK	10165	212-994-7400	DELAWARE							Limited Partnership		withinFiveYears	2022
0000943663-22-000108	YES	101	0001935156	Sycamore Tree High Grade CLO Debt Fund, L.P.	2101 CEDAR SPRINGS ROAD, SUITE 1250		DALLAS	TX	TEXAS	75201	(214) 251-8250	DELAWARE							Limited Partnership		withinFiveYears	2022
0001096906-22-001660	YES	101	0001938433	AREP QOF 4 LLC	226 FIFTH AVENUE, 2ND FLOOR		NEW YORK	NY	NEW YORK	10001	212 904 1186	DELAWARE							Limited Liability Company		withinFiveYears	2022
0000943663-22-000107	YES	101	0001935147	Sycamore Tree Floating Rate Loan Fund, LP	2101 CEDAR SPRINGS ROAD, SUITE 1250		DALLAS	TX	TEXAS	75201	(214) 251-8250	DELAWARE							Limited Partnership		withinFiveYears	2022
0001817144-22-000001	YES	101	0001817144	Service Write, Inc.	204 Green St NE		Wilson	NC	NORTH CAROLINA	27893	252-717-0595	NORTH CAROLINA							Corporation		withinFiveYears	2020
0001012975-22-000307	YES	101	0001660728	CapeView Azri Strategic Fund	C/O MAPLES CORPORATE SERVICES LIMITED	UGLAND HOUSE, SOUTH CHURCH STREET	GEORGE TOWN, GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-1104	44 0 20 7563 9400	CAYMAN ISLANDS							Other	Cayman Islands exempted company	overFiveYears	
