ACCESSIONNUMBER	INDUSTRYGROUPTYPE	INVESTMENTFUNDTYPE	IS40ACT	REVENUERANGE	AGGREGATENETASSETVALUERANGE	FEDERALEXEMPTIONS_ITEMS_LIST	ISAMENDMENT	PREVIOUSACCESSIONNUMBER	SALE_DATE	YETTOOCCUR	MORETHANONEYEAR	ISEQUITYTYPE	ISDEBTTYPE	ISOPTIONTOACQUIRETYPE	ISSECURITYTOBEACQUIREDTYPE	ISPOOLEDINVESTMENTFUNDTYPE	ISTENANTINCOMMONTYPE	ISMINERALPROPERTYTYPE	ISOTHERTYPE	DESCRIPTIONOFOTHERTYPE	ISBUSINESSCOMBINATIONTRANS	BUSCOMBCLARIFICATIONOFRESP	MINIMUMINVESTMENTACCEPTED	OVER100RECIPIENTFLAG	TOTALOFFERINGAMOUNT	TOTALAMOUNTSOLD	TOTALREMAINING	SALESAMTCLARIFICATIONOFRESP	HASNONACCREDITEDINVESTORS	NUMBERNONACCREDITEDINVESTORS	TOTALNUMBERALREADYINVESTED	SALESCOMM_DOLLARAMOUNT	SALESCOMM_ISESTIMATE	FINDERSFEE_DOLLARAMOUNT	FINDERSFEE_ISESTIMATE	FINDERFEECLARIFICATIONOFRESP	GROSSPROCEEDSUSED_DOLLARAMOUNT	GROSSPROCEEDSUSED_ISESTIMATE	GROSSPROCEEDSUSED_CLAROFRESP	AUTHORIZEDREPRESENTATIVE
0000902664-22-003591	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0000902664-21-003488	2017-07-01		true					true					false		100000		Indefinite	158161783	Indefinite		false		1	0		0			0		The fund charges a management fee that is described in the fund's governing documents.	false
0000902664-22-003590	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.1	true	0000902664-21-003487	2018-07-01		true	true				true					false		0		Indefinite	69294238	Indefinite		false		17	0		0			0			false
0000902664-22-003589	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0000902664-21-003485	2011-08-26		true					true					false		0		Indefinite	0	Indefinite		false		0	0		0			0		The fund charges a management fee that is described in the fund's offering documents.	false
0000902664-22-003588	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0000902664-21-003486	2017-07-01		true					true					false		100000		Indefinite	57444387	Indefinite		false		4	0		0			0		The fund charges a management fee that is described in the fund's governing documents.	false
0001937112-22-000001	Investing			Decline to Disclose		06b	false		2022-06-28		false	true									false		0		15000000	4445160	10554840		false		17	0		0			0			false
0001936211-22-000001	Other Energy			Decline to Disclose		06c	false			true	false								true	An equity interest in the profits generated by all of the of Issuer's operations.	false		1000		Indefinite	0	Indefinite		false		0	0		0			0			false
0001920199-22-000002	Other Technology			No Revenues		06c	false		2022-06-30		false								true	Digital Coins	false		2100		170000000	3984	169996016	The Issuer will concurrently offer the same class of securities outside the U.S. pursuant to Regulation S. The maximum combined proceeds of both the U.S. offering under Regulation D and offshore offering under Regulation S is $170,000,000.	false		3	0		0			0		Proceeds of the offering will be used for general working capital, which will include salaries of the executive officers listed in response to Item 3.	false
0001937810-22-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C.1	false		2022-07-07		false					true					false		5000		70500	70500	0		false		7	0		0			4000		This amount represents a one-time fixed cost to cover fund organizational and operating expenses, including all regulatory filing fees, for the life of the fund.	false
0001910071-22-000002	Other Technology			Decline to Disclose		06c	false		2022-06-24		false								true	investment contract	false		10000		500000	15000	485000		false		1	0		0			0			false
0001937023-22-000002	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	false			true	true	true				true					false		0		Indefinite	0	Indefinite		false		0	0		0			0		The Issuer's General Partner or an affiliate of the Issuer's General Partner is entitled to receive a management fee in accordance with the Issuer's governing documentation, as amended from time to time.	false
0001937806-22-000003	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C.1	false		2022-07-07		false					true					false		1000		44500	44500	0		false		12	0		0			4000		This amount represents a one-time fixed cost to cover fund organizational and operating expenses, including all regulatory filing fees, for the life of the fund.	false
0001937804-22-000001	Other			No Revenues		06b	false			true	false	true									false		75000		27000000	0	27000000		true	0	0	0	true	0	true		0	true	Acquisition Fee - one-time fee of two percent (2%) of the purchase price of each Property, which shall be paid to Manager at closing of the purchase of the Property	false
0001904969-22-000002	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	true	0001904969-22-000001	2021-12-31		false					true					false		3000000		Indefinite	20000000	Indefinite		false		2	0		0			0	true	Certain persons named in Item 3 or affiliate(s) thereof may receive payments deemed to be made from the proceeds of the offering, including management fees, acquisition fees, and other fees. The amounts of such payments cannot be estimated at this time.	false
0001710502-22-000001	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06c, 3C, 3C.1	true	0001710502-21-000002	2021-08-01		true					true			true	Limited Partnership Interests.	false		0		Indefinite	25090000	Indefinite		false		17	0	true	0	true		0	true	Numerai GP LLC and certain persons listed in item 3 may receive a management fee based on the value of the issuer's assets and/or a performance fee based on the issuer's profits.	false
0001935744-22-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C.1, 3C.7	false		2022-07-06		false					true					false		25000		4775833	4275833	500000		false		18	0		0			20000		This amount represents a one-time fixed cost to cover fund organizational and operating expenses, including all regulatory filing fees, for the life of the fund.	false
0001918311-22-000003	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	true	0001917667-22-000002	2022-02-15		false					true	true				false		5000		17835000	17835000	0		false		53	0		0			0			false
0001934062-22-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06c, 3C.1, 3C.7	false		2022-07-01		false					true					false		2792		1724443	1224443	500000		false		12	0		0			20000		This amount represents a one-time fixed cost to cover fund organizational and operating expenses, including all regulatory filing fees, for the life of the fund.	false
0001726407-22-000001	Other Technology			Decline to Disclose		06b	false		2022-07-01		false	true									false		0		10267501	7267497	3000004		false		23	0		0			0			false
0001937689-22-000001	Commercial			$5,000,001 - $25,000,000		06b	false		2022-07-06		false	true									false		100000		32959000	32959000	0		false		9	0		0			0			false
0001937673-22-000001	Commercial			$5,000,001 - $25,000,000		06b	false		2022-06-09		false	true									false		100000		10340550	10340550	0		false		53	0		0			0			false
0001934668-22-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06c, 3C.1, 3C.7	false		2022-07-01		false					true					false		2500		1171250	671250	500000		false		102	0		0			20000		This amount represents a one-time fixed cost to cover fund organizational and operating expenses, including all regulatory filing fees, for the life of the fund.	false
0001937673-22-000002	Commercial			$5,000,001 - $25,000,000		06b	false		2022-06-29		false	true									false		100000		8348438	8348438	0		false		2	0		0			0			false
0001937673-22-000003	Commercial			$5,000,001 - $25,000,000		06b	false		2022-06-29		false	true									false		100000		7206771	7206771	0		false		2	0		0			0			false
0001935102-22-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06c, 3C.1, 3C.7	false		2022-07-05		false					true					false		5000		2556043	2056043	500000		false		78	0		0			20000		This amount represents a one-time fixed cost to cover fund organizational and operating expenses, including all regulatory filing fees, for the life of the fund.	false
0001937368-22-000002	Other			Decline to Disclose		06b	false		2022-06-27		false	true		true							false		0		5000000	3425970	1574030		false		1	0		0			0			false
0001937791-22-000001	Other Technology			Decline to Disclose		06b	false		2022-06-27		true	true									false		0		1550009	900019	649990		false		6	0		0			0			false
0001934570-22-000001	Residential			No Revenues		06c	false			true	true	true									false		50000		50000000	0	50000000		false		0	0		0			0			false
0001935094-22-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06c, 3C.1, 3C.7	false		2022-07-05		false					true					false		1000		2441350	1941350	500000		false		122	0		0			20000		This amount represents a one-time fixed cost to cover fund organizational and operating expenses, including all regulatory filing fees, for the life of the fund.	false
0001937026-22-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2022-07-01		false					true					false		0		375000000	121533300	253466700	The general partner reserves the right to offer a greater/lesser amount of limited partner interests.  Amounts listed are aggregated between Issuer and its related parallel and/or feeder funds.	false		15	0		0			0	true	The general partner is entitled to carried interest and the investment advisor is entitled to a management fee.  Such carried interest and management fee are fully disclosed in the Issuer's confidential offering materials.	false
0001937350-22-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06c, 3C.1	false		2022-07-01		false					true					false		2500		859121	359121	500000		false		33	0		0			20000		This amount represents a one-time fixed cost to cover fund organizational and operating expenses, including all regulatory filing fees, for the life of the fund.	false
0001935598-22-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06c, 3C.1	false		2022-07-04		false					true	true				false		1000		551000	51000	500000		false		3	0		0			20000		This amount represents a one-time fixed cost to cover fund organizational and operating expenses, including all regulatory filing fees, for the life of the fund.	false
0001935589-22-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06c, 3C.1	false		2022-07-04		false					true					false		1000		689200	189200	500000		false		27	0		0			20000		This amount represents a one-time fixed cost to cover fund organizational and operating expenses, including all regulatory filing fees, for the life of the fund.	false
0000950172-22-000113	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	false		2022-06-27		false	true				true					false		0		Indefinite	34609610	Indefinite		false		3	0		0			0			false
0001937603-22-000002	Commercial			Decline to Disclose		06c	false		2022-06-30		false	true									false		11800		1180000	1180000	0		false		11	0		0			0			false
0001937789-22-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C.1	false		2022-07-06		false					true					false		1000		55556	55556	0		false		11	0		0			5556		This amount represents a one-time fixed cost to cover fund organizational and operating expenses, including all regulatory filing fees, for the life of the fund.	false
0001937808-22-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C.1	false		2022-07-07		false					true					false		1000		57600	57600	0		false		23	0		0			4000		This amount represents a one-time fixed cost to cover fund organizational and operating expenses, including all regulatory filing fees, for the life of the fund.	false
0001937809-22-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C.1	false		2022-07-07		false					true					false		1000		51907	51907	0		false		21	0		0			8000		This amount represents a one-time fixed cost to cover fund organizational and operating expenses, including all regulatory filing fees, for the life of the fund.	false
0001937807-22-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C.1	false		2022-07-07		false					true					false		1000		40000	40000	0		false		15	0		0			4000		This amount represents a one-time fixed cost to cover fund organizational and operating expenses, including all regulatory filing fees, for the life of the fund.	false
0001937798-22-000001	Other			No Revenues		06b	false		2022-07-06		false	true									false		50000		3000000	900000	2100000		true	0	11	0	true	0	true		0	true	Acquisition Fee - one-time fee of three percent (3%) of the purchase price of the Property, which shall be paid to Manager at closing of the purchase of the Property	false
0001935594-22-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06c, 3C.1, 3C.7	false		2022-07-01		false					true					false		2500		3479818	2979818	500000		false		158	0		0			20000		This amount represents a one-time fixed cost to cover fund organizational and operating expenses, including all regulatory filing fees, for the life of the fund.	false
0001393725-22-000171	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false			true	false					true					false		0		Indefinite	0	Indefinite		false		0	0		0			0			false
0001847124-22-000002	Other Technology			Decline to Disclose		06b, 3C, 3C.1	false		2022-06-27		false	true				true					false		5000		10000000	1000000	9000000		false		0	0		0			0			false
0001935758-22-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06c, 3C.1	false		2022-07-06		false					true					false		12500		2938144	2438144	500000		false		113	0		0			20000		This amount represents a one-time fixed cost to cover fund organizational and operating expenses, including all regulatory filing fees, for the life of the fund.	false
0001937643-22-000001	Other Banking and Financial Services			Decline to Disclose		06c	false		2022-06-28		false	true									false		500000		60000000	18000000	42000000		false		26	0		0			900000	true	Issuer's Manager will be paid a Management Fee equal to 1.5% of the average unreturned contributed capital.	false
0001820156-22-000001	Other			Decline to Disclose		06b	false		2021-06-14		false	true									false		0		19999986	19999986	0	Series B-1 Preferred Stock, Series B-2 Preferred Stock, Series B-3 Preferred Stock and the common stock issuable upon conversion thereof.	false		7	0		0			0			false
0001935711-22-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06c, 3C.1	false		2022-07-06		false					true					false		1000		2751000	2251000	500000		false		4	0		0			20000		This amount represents a one-time fixed cost to cover fund organizational and operating expenses, including all regulatory filing fees, for the life of the fund.	false
0001935592-22-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06c, 3C.1, 3C.7	false		2022-07-01		false					true					false		2000		2099080	1599080	500000		false		66	0		0			20000		This amount represents a one-time fixed cost to cover fund organizational and operating expenses, including all regulatory filing fees, for the life of the fund.	false
0001937805-22-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C.1	false		2022-07-07		false					true					false		4500		67500	67500	0		false		7	0		0			0			false
0001935138-22-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06c, 3C.1, 3C.7	false		2022-07-01		false					true					false		272		4572142	4072142	500000		false		61	0		0			20000		This amount represents a one-time fixed cost to cover fund organizational and operating expenses, including all regulatory filing fees, for the life of the fund.	false
0001933896-22-000001	Other Technology			Decline to Disclose		06c, 4a5, 3C, 3C.1, 3C.7	false			true	false	true				true					false		250000		25000000	0	25000000		false		0	0	true	0	true	Please see the issuers offering memorandum	0	true	Please see the issuers offering memorandum	false
0001936428-22-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1, 3C.7	false		2022-06-30		false	true				true					false		0		Indefinite	175333333	Indefinite		false		18	0		0			0			false
0001937800-22-000001	Hospitals and Physicians			Decline to Disclose		06b	false		2022-07-01		false	true									false		1500		246000	246000	0		false		164	0		0			0			false
0001929388-22-000004	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1, 3C.7	true	0001816331-21-000001	2020-06-30		false					true					false		0		Indefinite	1784441178	Indefinite		false		168	7000000	true	0			0			true
0001933760-22-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1, 3C.7	false			true	false	true				true					false		0		Indefinite	0	Indefinite		false		0	0	true	0	true	Placement Agent fees are not yet determinable and will be paid based upon an established fee schedule. Such fees are offset dollar for dollar against the management fees payable by the Issuer, as further disclosed in the Issuer's agreement	0	true	The GP is entitled to a performance allocation. The investment manager is entitled to a management fee. The performance allocation and management fee are fully described in the Issuer's confidential offering materials.	false
0001937787-22-000001	Commercial			Decline to Disclose		06b	false			true	false	true									false		50000		2500000	0	2500000		true	0	0	0		0			0			false
0001793204-22-000002	Other Technology			Decline to Disclose		06b	false		2022-04-07		false	true									false		18188		5600003	5600003	0		false		8	0		0			0			false
0001934930-22-000001	Oil and Gas			Decline to Disclose		06b	false			true	true	true									false		2000000		Indefinite	0	Indefinite		false		0	0		0			0			false
0001932435-22-000003	Pooled Investment Fund	Venture Capital Fund	false	$1 - $1,000,000		06b, 3C, 3C.1	true	0001932435-22-000002	2022-05-23		false	true				true					false		25000		1752600	1752600	0		false		104	0		0			0			false
0001743670-22-000001	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001544271-21-000011	2018-06-01		true					true					false		10000000		Indefinite	57065000	Indefinite		false		49	0		0			0			false
0001926096-22-000002	Investing			Decline to Disclose		06b	true	0001926096-22-000001	2022-05-20		false	true									false		25000		5050000	5050000	0		false		17	0		0			0		Customary management fees may be payable, as set forth in the Issuer's Limited Liability Company Agreement.	false
0001933758-22-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1, 3C.7	false			true	false	true				true					false		0		Indefinite	0	Indefinite		false		0	0	true	0	true	Placement Agent fees are not yet determinable and will be paid based upon an established fee schedule. Such fees are offset dollar for dollar against the management fees payable by the Issuer, as further disclosed in the Issuer's agreement.	0	true	The GP is entitled to a performance allocation. The investment manager is entitled to a management fee. The performance allocation and management fee are fully described in the Issuer's confidential offering materials.	false
0001937721-22-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	false			true	false	true	true			true					false		0		Indefinite	0	Indefinite		false		0	0	true	0	true		0	true	The general partner is entitled to a carried interest.  The investment manager is entitled to a management fee.  The carried interest and management fee are fully discussed in the Issuer's confidential offering materials.	false
0001937709-22-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	false			true	false	true				true					false		0		Indefinite	0	Indefinite	The general partner of the Issuer reserves the right to offer a greater or lesser amount of limited partner interests.  The Total Offering Amount listed above is aggregated between the Issuer and its related parallel fund.	false		0	0	true	0	true		0	true	The general partner is entitled to a carried interest.  The investment manager is entitled to a management fee.  The carried interest and management fee are fully discussed in the Issuer's confidential offering materials.	false
0001937785-22-000001	Other Health Care			Decline to Disclose		06b	false		2022-06-23		false	true	true								false		0		2249999	2249999	0		false		1	0		0			0			false
0001937764-22-000001	Other			Decline to Disclose		06b	false		2022-05-17		false	true									false		10000		850000	800000	50000		false		12	0		0			0			false
0001929388-22-000003	REITS and Finance			Decline to Disclose		06b	false		2022-06-08		false	true	true		true						false		0		Indefinite	216250000	Indefinite		false		10	0		0			0			false
0001929388-22-000002	REITS and Finance			Decline to Disclose		06b	false		2022-06-27		true	true									false		0		2500000000	615000	2499385000		false		1	10000000	true	0			0			false
0001937775-22-000001	Commercial			Decline to Disclose		06b	false			true	false	true									false		50000		2900000	0	2900000		true	0	0	0		0			0			false
0001567619-22-013919	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C.7	true	0001567619-21-008927	1999-03-01		true					true			true	Limited Partnership Interests. Originally filed as Abrams Capital Partners, CIK# 0001083008.  The minimum investment of $5,000,000 may be reduced at the sole discretion of the General Partner.	false		0		Indefinite	5267698835	Indefinite	The amounts sold and the number of investors disclosed in this Form D do not take redemptions and/or withdrawals into consideration.	false		619	0		0			0	true	Certain persons named in Item 3 or affiliate(s) thereof may receive payments deemed to be made from the proceeds of the offering including management fees, the amounts of which cannot be estimated at this time.	false
0001878646-22-000031	Retailing			Decline to Disclose		06b	false			true	false	true		true							false		30000		300000	0	300000		false		0	0		0			0			false
0001567619-22-013915	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C.1	true	0001567619-21-008924	1999-03-01		true					true			true	Limited Partnership Interests. Originally filed as Abrams Capital Partners, CIK# 0001083008.  The minimum investment of $5,000,000 may be reduced at the sole discretion of the General Partner of the Issuer.	false		0		Indefinite	292138413	Indefinite	The amount sold and the number of investors disclosed in this Form D do not take redemptions and/or withdrawals into consideration.	false		160	0		0			0	true	Certain persons named in Item 3 or affiliate(s) thereof may receive payments deemed to be made from the proceeds of the offering including management fees, the amounts of which cannot be estimated at this time.	false
0001937760-22-000001	Other Technology			$1 - $1,000,000		06b	false		2022-05-11		true	true									false		5000		Indefinite	15000	Indefinite		false		2	0		0			0	true		false
0001567619-22-013913	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C.7	false			true	false					true			true	Limited Partnership Interests.  The General Partner, in its sole discretion, may accept lesser amounts of the minimum commitment of $5,000,000, but not below any statutory amount required under Cayman Islands law.	false		0		2000000000	0	2000000000	The aggregate total offering amount of the Issuer and its affiliated fund, Blue Torch Credit Opportunities Fund III LP is $2,000,000,000. The amounts reflected in this Form D are only for the Issuer.	false		0	0		0			0			false
0001931434-22-000009	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.1	false			true	true					true					false		500000		Indefinite	0	Indefinite		false		0	0	true	0	true		20000	true	Organizational Expenses will be reimbursed to the General Partner. A management fee will be paid to the General Partner in accordance with the Issuer's offering documents.	false
0001936647-22-000001	Commercial			Decline to Disclose		06b	false		2022-06-30		false	true									false		25000		2870000	2870000	0		false		33	0		0			0			false
0001104659-22-079185	Commercial			$1,000,001 - $5,000,000		06b	false			true	false	true							true	Delaware Statutory Trust Beneficial Interests	false		25000		33600000	0	33600000		false		0	2016000	true	0			1600375	true		false
0001937628-22-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C.1	false		2022-06-30		false					true					false		25000		1025000	1025000	0		false		20	0		0			0		The manager of the general partner of the Issuer will receive a portion of a management fee as specified in the Issuer's partnership agreement.	false
0001936619-22-000001	Retailing			Decline to Disclose		06c	false		2022-06-30		false	true			true						false		0		7000000	3170914	3829086		false		28	0		0			0			false
0001936590-22-000004	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	true	0001936590-22-000002	2022-06-27		false					true					false		5000		125000	125000	0		false		14	0		0			8000		This amount represents a one-time fixed cost to cover fund organizational and operating expenses, including all regulatory filing fees, for the life of the fund.	false
0000902664-22-003579	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0000905718-21-000377	2019-11-01		true					true					false		0		Indefinite	32700000	Indefinite		false		29	0		0			0	true	The fund charges a management fee that is described in the fund's offering documents.	false
0000902664-22-003578	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0000905718-21-000379	2019-11-01		true					true					false		100000		Indefinite	39000000	Indefinite		false		6	0		0			0	true	The fund charges a management fee that is described in the fund's offering documents.	false
0001937622-22-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C.1	false		2022-07-01		false					true					false		1000		40000000	30001000	9999000		false		3	0		0			50000		This amount represents a one-time fixed cost to cover fund organizational and operating expenses, including all regulatory filing fees, for the life of the fund.	false
0001937006-22-000001	Retailing			No Revenues		06b	false		2022-06-30		false	true									false		100000		1000000	1000000	0		false		10	0		0			0			false
0001936627-22-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.1	false		2022-07-06		false	true				true					false		20000		4250000	4250000	0		false		48	0		0			0			false
0001937626-22-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C.1	false		2022-07-05		false					true					false		1000		145493	145493	0		false		70	0		0			0			false
0001493614-22-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001742950-20-000004	2010-07-01		true	true				true					false		0		Indefinite	32745689	Indefinite		true	1	20	0		0			0			false
0001012975-22-000291	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1, 3C.7	false		2022-06-27		false					true					false		0		200000000	200000000	0		false		1	0	true	0		Commonfund Securities, Inc. will receive compensation equal to a portion of its expenses plus an additional percentage.	0	true	The GPLP or its designee will receive a management fee payable by the Issuer. The management fee is specified in the Issuer's partnership agreement and will initially be equal to a percentage of aggregate capital commitments.	false
0001936370-22-000001	Investing			Decline to Disclose		06b	false		2021-12-24		false	true									false		0		14640163	14640163	0		false		13	0		0			0			false
0000919574-22-004182	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.1	true	0000919574-21-002364	2002-07-01		true	true				true					false		0		Indefinite	100300329	Indefinite		true	1	33	0	true	0	true		0	true	The Management Company receives customary management fees.	true
0001878646-22-000030	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.1, 3C.7	true	0001192482-20-000234	2018-06-29		false	true				true					false		0		145000000	122775000	22225000		false		36	406000		0			0			false
0001878801-22-000008	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	true	0001878801-22-000007	2021-07-30		true					true					false		250000		Indefinite	570745000	Indefinite		false		612	6530200	true	0			0			false
0001677840-22-000001	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001544271-21-000007	2017-09-01		true					true					false		5000000		Indefinite	404810784	Indefinite	Total Amount Sold includes aggregate initial and renewed commitments.	false		17	0		0			0			false
0001935367-22-000001	Commercial			$1,000,001 - $5,000,000		06b	false		2022-06-27		false	true									false		200000		3000000	2868000	132000		true	3	7	0		0			0			false
0001213900-22-038854	Pharmaceuticals			Decline to Disclose		06b	false		2022-06-15		false		true								false		50000		1500000	50000	1450000		false		1	0	true	0	true		0	true		true
0001817929-22-000002	Other			Decline to Disclose		06b	true	0001817929-22-000001	2022-04-15		false		true		true						false		25000		2500000	575000	1925000		false		13	0	true	0	true		0	true		false
0001674780-22-000001	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001844667-21-000003	2016-05-01		true					true					false		5000000		Indefinite	768585586	Indefinite	Total Amount Sold includes aggregate initial and renewed commitments.	true	2	54	0		0			0			false
0001753751-22-000004	Other Health Care			Decline to Disclose		06b	false		2022-06-28		false		true								false		0		1100000	300000	800000		false		3	0		0			0			false
0001936691-22-000001	Other			Decline to Disclose		06b	false		2022-02-22		false	true									false		0		15000000	15000000	0		false		2	0		0			0			false
0001739573-22-000003	Other Health Care			$1 - $1,000,000		06b	false		2022-07-07		false	true									false		500000		500000	500000	0		false		1	0		0			0			false
0001927582-22-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2022-06-30		false	true				true					false		9990		413032	413032	0		false		23	20651		0			0			
0001915125-22-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	false			true	false					true					false		0		Indefinite	0	Indefinite		false		0	0		0			0	true	THE ISSUER'S GENERAL PARTNER OR AN AFFILIATE OF THE ISSUER'S GENERAL PARTNER MAY BE ENTITLED TO RECEIVE A MANAGEMENT FEE IN ACCORDANCE WITH THE ISSUER'S GOVERNING DOCUMENTATION, AS AMENDED FROM TIME TO TIME.	false
0001696893-22-000002	Biotechnology			Decline to Disclose		06b	false		2022-06-07		false	true									false		26000		4025000	45400	3979600		false		3	0		0			0			false
0001937458-22-000001	Other Health Care			Decline to Disclose		06b	false		2022-06-03		false	true									false		0		440064	440064	0		false		8	0		0			0			false
0001566114-22-000077	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001566114-21-000100	2003-08-01		true					true					false		250000		Indefinite	154985249	Indefinite		false		76	599385	true	0	true		0	true		false
0001376474-22-000307	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.1	false		2022-07-01		true					true			true	Limited Partnership interests	false		100000		10000000	100000	9900000		false		1	0		0			0	true		false
0000919574-22-004180	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.1	true	0000919574-21-002464	2021-02-01		true	true				true					false		100000		Indefinite	4115000	Indefinite		false		7	0	true	0	true		0	true	The Investment Manager is paid customary management fees and non-affiliated directors are paid customary directors' fees.	false
0001937746-22-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C.1	false		2022-07-06		false					true					false		1000		96500	96500	0		false		23	0		0			4000		This amount represents a one-time fixed cost to cover fund organizational and operating expenses, including all regulatory filing fees, for the life of the fund.	false
0001928119-22-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C.1	false		2022-07-12		false					true					false		1000		262500	262500	0		false		37	0		0			0			false
0001937744-22-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C.1	false		2022-07-06		false					true					false		1000		53500	53500	0		false		10	0		0			0			false
0001937741-22-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C.1	false		2022-07-06		false					true					false		1000		57300	57300	0		false		23	0		0			5728		This amount represents a one-time fixed cost to cover fund organizational and operating expenses, including all regulatory filing fees, for the life of the fund.	false
